job_title,job_type,job_categories,job_location,company_name,company_location,company_field,company_size,experience_needed,career_level,education_level,gender
Recruitment Specialist,Full Time,Human Resources,"Cairo, Egypt",ArchirodonGroup,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Assistant Contracts Manager,Full Time,Other,"Cairo, Egypt",Jones Lang LaSalle SAS,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Manager,Bachelor's Degree,Both
Data Analyst,Full Time,Other,"Cairo, Egypt",Giza Arabia Systems,Saudi Arabia,Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
International Business Development Specialist,Full Time,Management,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Sales Outsourcing,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
AP Accountant,Full Time,Accounting/Finance,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
· User Experience (UX),Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Maint/Eng Technician 2,Full Time,Installation/Maintenance/Repair,"Cairo, Egypt",Pepsi Co,"Cairo, Egypt",General Engineering Consultancy,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
"Associate, Egypt Impact Lab - J-PAL MENA",Full Time,Other,"Cairo, Egypt",Poverty Action Lab,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Software Architect,Full Time,IT/Software Development,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Data Entry Specialist,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Sr. Mechanical Engineer,Full Time,Engineering,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",General Engineering Consultancy,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
· Commanding Written & Spoken English,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Chargeback Senior Officer,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Receptionist & Sales Agent,Full Time,Administration,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Male
Contract Administrator Junior Engineer,Full Time,Engineering,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Senior Angular Front-End Developer,Full Time,IT/Software Development,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
· machine tools,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
· BI Suites,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Product Owner Media Buying · Cairo,Full Time,Other,"Cairo, Egypt",Arabyads,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Procurement /Purchasing Specialist,Full Time,Purchasing/Procurement,"Alexandria, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Factory Manager/ Vice Factory Manager,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Management Consulting,500 Employees or more,Min: 3 Max: 5,Manager,Bachelor's Degree,Both
Communications Lead (Posted: 2 Nov 22),Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Customer Support Officer,Full Time,Customer Service/Support,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Operation & Sales Admin (Real Estate Field),Full Time,Sales/Retail,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Customer Service Representative (Front Desk),Full Time,Customer Service/Support,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Site Engineer,Full Time,Engineering,"Cairo, Egypt",El Sewedy Electric Company,"Cairo, Egypt",General Engineering Consultancy,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Collaboration Engineer,Full Time,Engineering,"Cairo, Egypt",Giza Arabia Systems,Saudi Arabia,General Engineering Consultancy,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Sales Supervisor,Full Time,Sales/Retail,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Sales Representative - Real Estate,Full Time,Sales/Retail,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Sales Outsourcing,500 Employees or more,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Pharmacovigilance Specialist,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Maint/Eng Technician 2,Full Time,Installation/Maintenance/Repair,"Cairo, Egypt","PepsiCo, Inc.","Cairo, Egypt",General Engineering Consultancy,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Mechanical Design Engineer,Full Time,Engineering,"Cairo, Egypt",ARIA Technologies,"Cairo, Egypt",--,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Recruitment Specialist,Full Time,Human Resources,"Cairo, Egypt",ArchirodonGroup,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Contract Administrator Senior Engineer,Full Time,Engineering,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Sales Specialist,Full Time,Sales/Retail,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Sales Outsourcing,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Senior Software Engineer - Odoo,Full Time,IT/Software Development,"Cairo, Egypt","Aumet, Inc.","Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
IT Help Desk Specialist,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Male
Corporate Sales Agent,Full Time,Sales/Retail,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Chief Accountant,Full Time,Accounting/Finance,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 7 Max: 10,Manager,Bachelor's Degree,Male
Senior Front End Developer,Full Time,IT/Software Development,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Personnel Specialist,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Content Creator,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Marketing,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Sales Engineer (Petroleum Field),Full Time,Sales/Retail,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Maint/Eng Technician 2,Full Time,Installation/Maintenance/Repair,"Cairo, Egypt",Pepsico,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Applications Unlimited Sales Representative - Public Sector,Full Time,Sales/Retail,"Cairo, Egypt",Oracle - Egypt,"Cairo, Egypt",Other Business Support Services,100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Maintenance Manager,Full Time,Other,"Cairo, Egypt",Four Seasons Hotels and Resorts,Canada - Ontario,Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Manager,Master's Degree,Both
IT Recruiter,Full Time,Other,"Cairo, Egypt",Luxoft,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
General Accounting & Projects Manager,Full Time,Education/Teaching,"Cairo, Egypt",Henkel,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Cyber Defense and Intelligence Analyst SOC,Full Time,Education/Teaching,"Cairo, Egypt",Henkel,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
HORECA Sales Executive ( Egypt ),Full Time,Sales/Retail,"Cairo, Egypt",Sary,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Cross-Platform Lead,Full Time,Other,"Cairo, Egypt",Integrant,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Budgeting and Planning Senior Analyst,Full Time,Other,"Cairo, Egypt",MaxAB,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Project Implementation Specialist,Full Time,Other,"Cairo, Egypt",Emdad,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Coordinator Logistics,Full Time,Other,"Cairo, Egypt",Talabat,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),High School / Diploma (or equivalent),Both
Senior/Principal DevOps Engineer (SysOps),Full Time,IT/Software Development,"Cairo, Egypt",Integrant,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Site Technician - فني موقع,Full Time,Installation/Maintenance/Repair,"Cairo, Egypt",Emdad,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
MI CSG Consultant,Full Time,Other,"Cairo, Egypt",GFK,"Cairo, Egypt",Other Business Support Services,100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
MI CSG Senior Consultant,Full Time,Other,"Cairo, Egypt",GFK,"Cairo, Egypt",Other Business Support Services,100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
MCI Consultant,Full Time,Other,"Cairo, Egypt",GFK,"Cairo, Egypt",Other Business Support Services,100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Support Specialist,Full Time,IT/Software Development,"Cairo, Egypt","Udacity, Inc.","Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Male
· Free Zone,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
· hr officer,Full Time,Human Resources,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Mall Security Manager,Full Time,Engineering,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Manager,Bachelor's Degree,Male
Regional Hospitality Manager - Cairo,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Management Consulting,500 Employees or more,Min: 3 Max: 5,Manager,Bachelor's Degree,Both
Freelance Technical Writer (User Manual Technical Writer),Full Time,Engineering,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 7 Max: 10,Experienced (Non-Manager),Bachelor's Degree,Both
Cost Accountant,Full Time,Accounting/Finance,"Alexandria, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Customer Service Representative ((English Account)) - Cairo,Full Time,Customer Service/Support,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Male
Marketing Specialist - Software,Full Time,Marketing/PR/Advertising,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Marketing,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Utilities Engineer,Full Time,Engineering,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",General Engineering Consultancy,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Foreign Purchasing Specialist - SAP User,Full Time,Logistics/Supply Chain,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Technical Consulting Specialist (ITSM & ITOM Solutions),Full Time,Engineering,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Associate Performance Media,Full Time,Installation/Maintenance/Repair,"Cairo, Egypt",Dentsu International,"Cairo, Egypt",Marketing,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Frontend Lead (React JS),Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 7 Max: 10,Experienced (Non-Manager),Bachelor's Degree,Both
Content Writer- English Content,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Online Sales Executive - German,Full Time,Sales/Retail,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant Specialist,Full Time,Accounting/Finance,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
IT Specialist ( Dakhlia-Sharkya-Domyat-Bani Suif),Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Full Stack JAVA Developer,Full Time,IT/Software Development,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
· Software Quality Assurance (SQA),Full Time,IT/Software Development,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Site Architect,Full Time,IT/Software Development,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Medical Representative - Pedia - Portsaid,Full Time,Sales/Retail,"Port Said, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
· ORACLE 12C,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Social Media Coordinator,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
VMware Learning Labs Engineer,Part Time,Engineering,"Cairo, Egypt","VMware, Inc.","Cairo, Egypt",General Engineering Consultancy,500 Employees or more,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
· fluent English,Full Time,Other,"Cairo, Egypt",EgyGamer LLC.,"Cairo, Egypt",Other Business Support Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
